Stop Me if You Heard This One,Did you hear about the best selling book about anti-gravity?,It's impossible to put down.,It's a rising star in the science section.,It is filling a black hole of ignorance amoung the public,Robert Ludlum wrote it.
Scuse me While I Kiss this Guy,Blinded by the Light-Manferd Mann,Revved up like a deuce,Wrapped up like a douche,Sat up in a noose,Just been set loose
Scuse me While I Kiss this Guy,You Oughta Know-Alanis Morisette, The cross I bear that you gave to me,The cross-eyed bear that you gave to me,The frost dyed hair that you gave to me,The loss I share that you left for me
Scuse me While I Kiss this Guy,Toto-Africa,I bless the rains down in Africa , I guess the rain's down in Africa,I miss the rains down in Africa,"I cast the rains down, in Africa"
Scuse me While I Kiss this Guy,We built this city-Starship,Marconi plays the mamba,My colon play La Bamba,A corny place to mamba,My pony played the mambo
Scuse me While I Kiss this Guy,Loser- Beck,Soy un perdedor ,Sores from head to toe,So your paranoid,Soiled my candy door
Scuse me While I Kiss this Guy,Don't Bring Me Down-ELO,"Don't Bring me down, groosss","Don't bring me down, Bruce","Don't bring me down, Moose","Don't bring me down, truce?"
Scuse me While I Kiss this Guy,Seven Nation Army- White Stripes,And the feeling coming from my bones,And the feeling coming from my balls,And the feeling coming from my mind,And the feeling coming from my eye
Scuse me While I Kiss this Guy,Rocket Man- Elton John,"Rocket man, burning out his fuse up here alone"," Rocket man, burning all the shoes I've ever known","Rocket Man, burning out the treetops here it's blown","Rocket man, burning like a touch tone telephone"
Scuse me While I Kiss this Guy,Smells like teen Spirit- Nirvana,"Here we are now, entertain us,","Here we are now, in containers","Here we are now, we're contagious","Here we are, in retainers"
Scuse me While I Kiss this Guy,Scar Tissue-Red Hot Chili Peppers,With the birds I'll share this lonely view,A window shade is a lonely view,Whispers the shed it's lonely viewin',Drink bourbon shakes like a lonely human.
Before and After,Ms paint adventures listening to the most famous ear cutting soundtrack,Homestuck in the middle with you,Bard Quest for Camelot,Word Problem Sleuth,Medea goes to Jailbreak
Before and After,Animated dinosaurs film on this publications annual person of the year cover,Land before time magazine,We're back! A dinosaur's story. book wedding,When Dinosaurs ruled the Earth wind and fire,Godzilla cat fancy
Before and After,Charles Dickens novel about a long standing litigation and Kid and Play shenanigans,Bleak House Party,Oliver Twist and Shout,David Copperfield of Dreams,Our Mutual Friend or Foe
Before and After,This action role-playing hack and slash released in 2000 makes me so horny,Diablo 2 Live Crew,Devil May Cry me a River,Carrying a Torchlight 2,Neverwinter Nights in White Satin
Before and After,"Zergs, Protoss and Terran all go crazy for this blue box kid's dinner",Starcraft Macaroni and Cheese,Wallstreet Kid Cuisine,Strawberry Quicken,Cadbury Creme Eggerland
Before and After,"Cyndi Lauper song about riding Epona, fighting Gannondorf and being bothered by a Navi.",  The Legend of Zelda: Ocarina of Time after Time,Girls Just Wanna Have a Link to the Past,True Colors of Seasons and Ages,All Through the Nightlight Princess
Before and After,Entroducing Wander and his horse Agro trying to revive a young girl Mono.,DJ Shadow of the Colossus,DJ Qbert's Quest,The House of the Deadmau5 ,Ninja Kid Koala
Before and After,Military doctrine based on the use of overwhelming Big Daddies and Eve Hypos to destroy an adversaries will to fight,Bioshock and Awe,Freedom Force protection, Sherlock Holmes: The Mystery of the Persian Carpet bombing,NFL Blitzkreig
Before and After,"Candy bar includes chocolate, caramel, crisped rice, car jacking, killing hookers and open world sandbox gameplay.",100 Grand Theft Auto III,Almond Joy Ride Turbo,ButterFinger Flashing ,Charleston Chew Man Fu 
Before and After,"Being a spiky haired protagonist while keeping your finger extended and resting up on the slide or cylinder of a gun when in the company of a frog, robot, inventor and a Princess.",Chrono Trigger Discipline,Confined Dead Space,Keep out of the reach of Children of Mana,Handle with Care Bears: Let's Have a Ball!
TV Theme Performers,Where in the World is Carmen Sandiago,Rockapella,Raffi,Tom Lehrer,Jonathon Coulton
TV Theme Performers,South Park ,Primus,D.V.D.A,Radiohead, KoЯn
TV Theme Performers,Malcolm in the Middle,They Might Be Giants,The Aquabats!,The Arrogant Worms,Ben Folds Five
TV Theme Performers,Sanford and Son,Quincey Jones,Herbie Hancock,George Duke,Lalo Schifrin 
TV Theme Performers,The Wire,Tom Waits,Nick Cave and the Bad Seeds,Leonard Cohen,Lou Reed
TV Theme Performers,Friends,The Rembrandts,Deep Blue Something,Tal Bachman ,Del Amitri 
TV Theme Performers,House,Massive Attack,Portishead,Morcheeba,Tricky
TV Theme Performers,The Wonder Years,Joe Cocker,The Beatles,Leon Russell , Van Morrison
TV Theme Performers,Married... with Children,Frank Sinatra,Dean Martin,Joey Bishop," Sammy Davis, Jr"
TV Theme Performers,CSI,The Who,The Rolling Stones,The Kinks,Led Zeppelin
Language Pedants Assemble,When a feeling is deeply rooted; ingrained you would call it ?,Deeply-seated,Deeply-seeded,Deeply-peated,Easily-kneeded
Language Pedants Assemble,A phrase to mean for every functional purpose; in every practical sense; in every important respect.,For all intents and purposes,For all intensive purposes,For all inventive porpoises,For all intrest in porcupines
Language Pedants Assemble,If people's ideas aren't meshing well they didn't...,Jibe,Jive,Gibe,Jigsaw
Language Pedants Assemble,"If you're against doing something or avoid it whenever you can, you're ",Averse to it,Adverse to it,The worst,A hearse to it
Language Pedants Assemble,If you're showing impatience or bursting with energy you are,Champing at the Bit,Chomping at the Bit,Clomping at the Bit,"Clapping, it's a hit"
Language Pedants Assemble,"When you are anticipating something so much that you're hardly breathing, you’re waiting",With bated breath,With baited breath ,With abased breath,With basted breath
Language Pedants Assemble,The Immaculate Conception was when?,Mary was born without original sin,Mary got knocked up by God,A guy found a really pristine condom,A 1972 AFC Divisional playoff game touchdown
Language Pedants Assemble,The discrete weather system,Is unlikely to recur any time soon.,Knows how to keep a secret.,Doesn't cause noisy wind and thunder.,Originates from anywhere on Earth other than Greek islands.
Language Pedants Assemble,"As a writing utensil, a yard-long novelty pencil may be","Practicable, but it's not practical","Practical, but it's not practicable.","Potable, but it's not portable.","Pliable, but it's not plorable."
Language Pedants Assemble,The rollerskating notepad was,"Stationery, not stationary.","Stationary, not stationery.",neither stationary nor stationery.,Wearing knee pads.
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games."," ""War. War never changes.""",Fallout,S.T.A.L.K.E.R,Deus Ex,Civilization
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games.",""" They told me: Son, you're special, you were born to do great things. You know what? They were right.""",Bioshock,System Shock ,Thief,Fable
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games.","""The last Metroid is in captivity. The galaxy is at peace""",Super Metroid,Metroid Prime,Metroid: Other M,Metroid
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games."," ""Dear Mario: Please come to the castle. I've baked a cake for you. Yours truly-- Princess Toadstool""",Super Mario 64,Super Mario World,Super Mario Galaxy,Mario Paint
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games."," ""Die, monster. You don't belong in this world!""",Symphony of the Night,Devil May Cry,Monster Hunter,Resident Evil 2
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games.", 'I've been having these weird thoughts lately. Like is any of this for real or not?',Kingdom Hearts,Final Fantasy X,The World Ends With You,Braid
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games."," ""Hello, and, again, welcome to the Aperture Science Computer-Aided Enrichment Center.""",Portal ,Splosion Man,The Incredible Machine,Dr. Mario
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games."," ""The President has been kidnapped by ninjas. Are you a bad enough dude to rescue the President?""",Bad Dudes,Contra,Teenage Mutant Ninja Turtles: Turtles in Time,The Simpsons Arcade Game
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games."," ""A year has passed since Bimmy and Jimmy defeated the Shadow Warriors.""",Double Dragon III,Streets of Rage,River City Ransom,Fighting Force
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games."," ""Message from Gen. Pepper. Priority One!""",Star Fox 64,Metal Gear Solid,Battlefield 2 ,Call of Duty:Modern Warfare
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games."," ""Long ago, the War of the Magi reduced the world to a scorched wasteland, and 
Magic simply ceased to exist. """,Final Fantasy VI,Prince of Persia ,Breath of Fire,Dragon Warrior: IV
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games.","""Doves fly high in the sky over some sort of carnival.  It is a fair to 
celebrate the year, 1000 A.D.  Fireworks are going off into the sky, bells 
ring.  It looks like such a great time, but one boy is still in bed.""",Chrono Trigger,Breath of Fire II,Lufia II,Secret of Mana
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games."," ""War has changed.""",Metal Gear Solid 4,Gears of War,Assassins Creed,Halo II
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games."," ""Four years have passed since the mortal races banded together and stood united against the might of the Burning Legion.""",World of Warcraft ,Guild Wars,Mass Effect 2,Legend of Zelda:Twilight Princess
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games."," 'The Monkeys are listening""",Curse of Monkey Island ,Ape Escape:3 ,Donkey Kong Country,Super Monkey Ball
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games.","""In the year of 200X.""",Mega Man 2,Bionic Commando,RoboCop,Galaga
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games."," I realized the moment I fell into the fissure, that the book would not be destroyed as I had planned.",Myst,Riven,Zork,Eternal Darkness: Sanity's Requiem
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games.","Rise and shine, Mr. Freeman. Rise and shine.'",Half-Life 2,Lee Trevino's Fighting Golf,The Longest Journey ,NiGHTS Into Dreams 
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games.","Isaac, it's me. I wish I could talk to you. I'm sorry. I'm sorry about everything.",Dead Space,Cryostasis ,Cold Fear,Run Like Hell
"You had me at ""IT'S DANGEROUS TO GO ALONE!"" Opening lines for video games.","Captain: What happen ? 

Mechanic: Somebody set up us 
          the bomb. 

",Zero Wing, Jets N Guns,Hellfire,Raptor: Call of the Shadows
End Bosses,Doctor Ivo Robotnik,Sonic the Hedgehog,Trauma Center,Fatal Frame,Mech Warrior 2
End Bosses,Ganon,The Legend of Zelda,Beyond Good & Evil,3D Dot Game Heroes,Okami 
End Bosses,Dr. Wiley,Mega Man,Gunstar Heroes,Duck Tales,Magical Doropie
End Bosses,Lavos,Chrono Trigger,Final Fantasy III/VI,Secret of Mana,Star Ocean
End Bosses,Mother Brain,Super Metroid,Shadow Complex,Tomba,Phantom 2040
End Bosses,Giygas,Earthbound,Persona 2,Shadow Hearts,Disgaea
End Bosses,King Dedede,Kirby's Dream Land,Yoshi's Island,Animal Crossing,A Boy and His Blob
End Bosses,Wart,Super Mario Bros. 2,Sly Cooper and the Thievius Raccoonus,Sonic the Hedehog 2,Panic Restaurant 
End Bosses,M. Bison ,Street Fighter,Mortal Kombat,Tekken,Fatal Fury
End Bosses, Bydo Core ,R-Type,Jamestown,Gradius,Silkworm 
End Bosses,Boneclops,Return to Towerivia,Joe & Mac,Dungeon Keeper 2,Grim Fandango
End Bosses,LeChuck,The Secret of Monkey Island,King's Quest,The Longest Journey,Jolly Rover
End Bosses,Kefka,Final Fantasy VI,Terranigma,Illusion of Gaia,Lufia II: Rise of the Sinistrals
End Bosses,Frank Horrigan,Fallout 2,Jagged Alliance 2 ,Arcanum,Wasteland
End Bosses,Mike Tyson,Punch-Out!!,George Foreman's KO Boxing,Prize Fighter,Ready 2 Rumble Boxing
It's All in the Video Game Family,Cranky Kong is the Grandfather of...?,Donkey Kong,Diddy Kong,Funky Kong,Lanky Kong
It's All in the Video Game Family,Kazuya Mishima is the son of...?,Heihachi Mishima,Jinpachi Mishima,Jin Kazama,Yoshimitsu
It's All in the Video Game Family,Claire Redfield is the sister of...?,Chris Redfield,Wessker Redfield,Stars Redfield,Barry Redfield
It's All in the Video Game Family,Link is the brother of...?,Aryll,Zelda,Shiek,Epona
It's All in the Video Game Family,Eli Vance is the father of...?,Alyx Vance,Gordon Vance,Wallace Vance,The G-Man
You can't find Germany on a map but you know where this made up place is.,Threed,Earthbound,Bahamut Lagoon,Live A Live,Ys IV: Mask of the Sun
You can't find Germany on a map but you know where this made up place is.,Tall Grass Field,Castle Crashers,Gauntlet, Dungeons & Dragons: Shadow Over Mystara ,Golden Axe
You can't find Germany on a map but you know where this made up place is.,Tunlan,Breath of Fire,Tales of Phantasia,Star Ocean,Front Mission
You can't find Germany on a map but you know where this made up place is.,Marrymore,Super Mario RPG,Romancing SaGa,Shin Megami Tensei,Tactics Ogre: Let us Cling Together
You can't find Germany on a map but you know where this made up place is.,Green Hill Zone,Sonic the Hedgehog,Jazz Jackrabbit ,Speedy Gonzales in Los Gatos Bandidos,Psycho Fox
You can't find Germany on a map but you know where this made up place is.,Archives,GoldenEye,TimeSplitters,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,Turok: Rage Wars
You can't find Germany on a map but you know where this made up place is.,Slough of Despair,Doom,Chex Quest,HacX,Hexen
You can't find Germany on a map but you know where this made up place is.,Mine Cart Madness,Donkey Kong Country,Aero the Acro-Bat,Frantic Flea,Gex 3: Deep Cover Gecko
You can't find Germany on a map but you know where this made up place is.,Corneria,Star Fox 64,Aces of the Galaxy,Gamera 2000,Shadow Squadron
You can't find Germany on a map but you know where this made up place is.,Shibuya-cho,Jet Set Radio,Ollie King,Street Gears,Slap Happy Rhythm Busters
You can't find Germany on a map but you know where this made up place is.,Mute City,F-Zero,Battle Cars,Rock 'n Roll Racing,Wipeout
You can't find Germany on a map but you know where this made up place is.,Poochy Ain't Stupid,Super Mario World 2: Yoshi's Island,Apple Jack,Bonk's Adventure,Wonder Boy in Monster Land
You can't find Germany on a map but you know where this made up place is.,Secret Cow Level,Diablo II,Alien Syndrome,Castle of the Winds,Harvest Moon
You can't find Germany on a map but you know where this made up place is.,Cerulean City,Pokemon,Digimon,Monster Rancher,Fossil Fighters
You can't find Germany on a map but you know where this made up place is.,Aiur,Starcraft,Age of Empires,Dune 2000,Impossible Creatures
Author by Line,So it goes,Kurt Vonnegut,Joseph Heller,Dave Eggers,Jonathan Safran Foer
Author by Line,In the beginning the Universe was created. This has made a lot of people very angry and has been widely regarded as a bad move.,Douglas Addams,Jasper Fforde,Robert Rankin,Christopher Moore
Author by Line,We were somewhere around Barstow on the edge of the desert when the drugs began to take hold.,Hunter S. Thompson,Warren Ellis ,Tom Wolfe,William S. Burroughs
Author by Line,"The distinction between sanity and insanity is narrower than a razor's edge, sharper than a hound's tooth, more agile than a mule deer. It is more elusive than the merest phantom. Perhaps it does not even exist; perhaps it is a phantom.",Phillip K Dick,Haruki Murakami,Isaac Asimov,Arthur C. Clarke
Author by Line,"The sky above the port was the color of television, tuned to a dead channel.",William Gibson,Neal Stephenson,Greg Bear,Ben Bova
Author by Line,As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect.,Franz Kafka,Albert Camus,William Faulkner,Michel Foucault
Author by Line,Nothing was your own except the few cubic centimetres inside your skull.,George Orwell,Aldous Huxley,Ray Bradbury,Anthony Burgess
Author by Line," Generations have been working in jobs they hate, just so they can buy what they don't really need.",Chuck Palahniuk,Bret Easton Ellis,J. G. Ballard,Don DeLillo
Author by Line,Just erotic. Nothing kinky. It's the difference between using a feather and using a chicken.,Terry Pratchett,Tom Holt,Robert Asprin,Spider Robinson
Author by Line,"Getting drunk was good. I decided that I would always like getting 
drunk. It took away the obvious and maybe if you could get away from the
 obvious often enough, you wouldn't become obvious yourself.",Charles Bukowski,John Fante, Raymond Carver,Jack London
Disney Character by Lyrical Complaint,"I wanna be where the people are/I wanna see, wanna see them dancin'",Ariel,Angus MacBadger,Baloo Bear,Pinocchio
Disney Character by Lyrical Complaint,There must be more than this provincial life,Belle,Drizella Tremaine,Aurora,Cinderella
Disney Character by Lyrical Complaint,"Gotta eat to live, gotta steal to eat",Aladdin,Flynn Rider,Dodger,Little John
Disney Character by Lyrical Complaint,"Oh, I just can't wait to be king",Simba,Prince Phillip,Taran,Kuzco
Disney Character by Lyrical Complaint,It's too cliche/I won't say I'm in love,Megara,Giselle,Esmeralda,Maid Marian
Disney Character by Lyrical Complaint,Why is my reflection someone/I don't know?,Mulan,Tiana,Faline,Jane Porter
Disney Character by Lyrical Complaint,You think you own whatever land you land on/The Earth is just a dead thing you can claim,Pocahontas,Snow White,Vanellope von Schweetz,Wendy Darling
Disney Character by Lyrical Complaint,I'm so rumbly in my tumbly,Winnie The Pooh,Lots-o'-Huggin' Bear,Br'er Bear,Kit Cloudkicker
Disney Character by Lyrical Complaint,"Give me one day out there/All I ask is one
/To hold forever",Quasimodo,Claude Frollo,Dumbo,Rapunzel
Disney Character by Lyrical Complaint,They've been laughin' since I can't remember/But they're not gonna laugh anymore,Max Goof,Gil,Flik,Timon
Pokemon Evolutionary Ladder,Bidoof,Bibarel,Rapidash,Yanma,Breloom
Pokemon Evolutionary Ladder,Ekans, Arbok,Adnocana,Rotcurtsnoc Aob,Nohtyp
Pokemon Evolutionary Ladder,Beldum,Metang,Luvdisc,Dialga,Donphan
Pokemon Evolutionary Ladder, Timburr,Gurdurr,Brickurr,Scaffoldong,Asphalter
Pokemon Evolutionary Ladder, Chimchar,Monferno,Ludicolo,Honchkrow,Gardevoir
Pokemon Evolutionary Ladder,Rhyhorn,Rhydon,Rhybread,Rhyval,Rhyfull
Pokemon Evolutionary Ladder,Oddish,Gloom,Weirdo,Strangebulb,Peculiarpod 
Pokemon Evolutionary Ladder,Seel,Dewgong,Wallruss,Seelyon,Manati
Pokemon Evolutionary Ladder,Mudkip,Marshtomp,Swampop,Mirewhump,Morasssss
Pokemon Evolutionary Ladder,Nosepass,Probopass,Beakpass,Schnozzpass,Olfactorypass
Country by Cuisine,Poutine,Canada,Brazil,South Africa ,Burma
Country by Cuisine,Haggis ,Scotland,French Polynesia ,Denmark,Slovenia
Country by Cuisine,Mousaka,Greece,Madagascar,Lithuania ,Lesotho 
Country by Cuisine,Vegemite ,Australia,Ghana ,Aruba ,Wales
Country by Cuisine,Coq au vin ,France,Costa Rica,Monaco ,Italy
Country by Cuisine,Pho,Veitnam,Thailand,South Korea,China
Country by Cuisine,Sauerbraten,Germany,Austria,Switzerland,Russia
Country by Cuisine,Tom yum goong ,Thailand,Fiji ,Philipines,Malaysia
Country by Cuisine,Yakisoba,Japan,Philipines,Indonesia,Laos
Country by Cuisine,Surstromming,Sweden,Finland,Norway,Iceland
Character by Fictional Organization,Decepticons,Starscream,Rattrap,Voltron,Grimlock
Character by Fictional Organization,I.S.I.S,Sterling Archer,James Bond,Inspector Gadget,Nick Fury
Character by Fictional Organization,S.T.A.R.S.,Albert Wesker,Col. Steve Austin,Neil deGrasse Tyson ,Race Banyon
Character by Fictional Organization,Rebel Alliance ,Porkins,Frederic Modun,Droma Deo,Captain Kirk
Character by Fictional Organization,Wyld Stallyns,Bill S. Preston Esq.,Nigel Tufnel,Dirk McQuickly,Chazz Darby
Character by Fictional Organization,Sex Bob-omb,Scott Pilgrim,Zack Morris,Nathan Explosion,Mario Jumpman
Character by Fictional Organization,S.H.I.E.L.D.,Nick Fury,Doc Savage,Crunch Buttsteak,Stump Beefknob
Character by Fictional Organization,Sealab,"Derek ""Stormy"" Waters",Dallas Raines,Flip Spiceland,Casanova Nurse
Character by Fictional Organization,Aqua Teen Hunger Force,Frylock,Ronald McDonald,Hamburgler ,Kid Vid
Character by Fictional Organization,Shinra Electric Power Company,Sephiroth,Virgil Ovid Hawkins,Michael Farraday,BIll  Ohm
Fictional Vehicles,Light Cycle,Tron,Sunshine,Akira,The Fast and the Furious: Tokyo Drift 
Fictional Vehicles,The Ecto-1,Ghostbusters,Evolution,Ghost Rider,Ghost Writer
Fictional Vehicles,Mach Five ,Speed Racer,Gillette Razor Super Show,Top Gear,F-Zero
Fictional Vehicles,The General Lee,Dukes of Hazard,Civil War Wreckers,The South Will Reanimate,Miami Vice
Fictional Vehicles,KITT,Knight Rider,Thunder in Paradise, Beauty and the Beast ,Red Dwarf
Fictional Vehicles,Swordfish II,Cowboy Bebop,Macross,Dirty Pair,Gunbuster
Fictional Vehicles,Serenity,Firefly,Stargate,Battlestar Galactica,Babylon 5
Fictional Vehicles,Heart of Gold , The Hitchhiker's Guide to the Galaxy,The Moon Is a Harsh Mistress,The Left Hand Of Darkness,The Mote In God's Eye
Fictional Vehicles,Technodrome,Teenage Mutant Ninja Turtles,Videodrome,RoboCop,Running Man
Fictional Vehicles,Satellite of Love,Mystery Science Theater 3000,Contact,Old Man's War,The Book Of The New Sun
Chemistry,"On the periodic table, tellurium precedes this element, symbol I, but its atomic mass is greater",Iodine,Iridium ,Imaginarium,Invisible Ink
Chemistry,"In osmosis, a liquid passes through a barrier usually called a semipermeable one of these",Membrane,Sheath,Endoplasmic Reticulum ,Golgi Body
Chemistry,"Used as a purification process, it's the evaporation of a liquid & then the condensation of the vapor",Distillation,Deionization,Flocculation,Disinfection
Chemistry,A chemical known as an anhydride is one that removes this from substances,Water,Salt,Carbon,Oxygen
Chemistry,Chemist Frederick Soddy came up with this term for atoms having the same nuclear charge but different masses,Isotopes,Stable,Antimatter,Ions
Chemistry,"There are 2 types of solid: ice & sugar are crystalline, while glass & blankets are this, meaning ""shapeless""",Amorphous,Inchoate,Nebulous,My friend Pete
Chemistry,"The fundamental unit of substance used in chemistry, it's 6.02 x 1023 atoms, not a garden pest",Mole,The Quantum Gopher,Aphid,Scale
Chemistry,"The process of coating an object with metal by putting it in, say, a CuSO4 bath through which current is run",Electroplating,Electrocuting,Electioneering,Electrical Engineering
Chemistry,"This chemist must have put other projects on the back ""burner"" when he discovered cesium in 1860",Robert Bunsen,Louis Pasteur,Niels Bohr,Werner Heisenberg
Chemistry,"The 6 ""inert"" elements occur naturally primarily in this state of matter",Gases,Solids,Stripes,Liquid
